customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-138712,Female,0,Yes,No,48,One year,DSL,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),66.63,3176.43,0
CUST-138713,Male,0,No,Yes,1,Two year,Fiber optic,No,No internet service,No,No internet service,No,Mailed check,73.44,106.73,0
CUST-138714,Female,0,No,Yes,21,One year,Fiber optic,Yes,No,No internet service,Yes,No,Mailed check,86.51,1827.86,0
CUST-138715,Male,0,Yes,No,8,Two year,DSL,Yes,No,Yes,No internet service,Yes,Bank transfer (automatic),60.94,506.01,0
CUST-138716,Male,0,No,Yes,68,Month-to-month,Fiber optic,No,Yes,No internet service,No internet service,No,Bank transfer (automatic),71.64,4896.67,1
CUST-138717,Female,0,Yes,No,5,One year,DSL,No,No,Yes,No internet service,No,Mailed check,39.96,190.53,0
CUST-138718,Male,0,No,Yes,52,Month-to-month,Fiber optic,No,No,No internet service,Yes,Yes,Credit card (automatic),79.63,4128.26,1
CUST-138719,Male,0,No,No,40,Month-to-month,Fiber optic,Yes,No,No internet service,No internet service,Yes,Bank transfer (automatic),67.37,2680.59,1
CUST-138720,Female,0,No,No,55,One year,Fiber optic,Yes,No,No,No internet service,No,Electronic check,80.01,4385.71,0
CUST-138721,Male,0,Yes,No,68,Month-to-month,Fiber optic,Yes,No,No,No,No,Bank transfer (automatic),77.22,5268.51,0
CUST-138722,Male,0,Yes,No,70,Month-to-month,Fiber optic,No,No internet service,No,No,Yes,Electronic check,60.08,4162.73,1
CUST-138723,Male,0,No,No,28,One year,DSL,No,No,No internet service,Yes,Yes,Bank transfer (automatic),56.17,1598.13,0
CUST-138724,Female,1,Yes,No,64,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),109.06,7003.51,1
CUST-138725,Male,0,Yes,No,56,One year,DSL,Yes,No internet service,No,Yes,No,Electronic check,58.32,3235.55,0
CUST-138726,Female,0,Yes,Yes,66,One year,No,Yes,Yes,Yes,No internet service,No,Credit card (automatic),34.88,2283.0,0
CUST-138727,Male,0,Yes,No,54,Month-to-month,DSL,No,No,Yes,No,No,Electronic check,53.2,2858.74,1
CUST-138728,Male,0,Yes,No,32,One year,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),90.16,2906.19,1
CUST-138729,Female,0,Yes,Yes,36,One year,Fiber optic,No,No internet service,No internet service,No,No,Bank transfer (automatic),76.57,2785.52,0
CUST-138730,Female,0,No,No,41,Month-to-month,DSL,No,Yes,No,No,No,Mailed check,54.09,2209.61,1
CUST-138731,Male,0,Yes,Yes,14,One year,DSL,No,No,No,No,Yes,Credit card (automatic),50.12,725.61,0
CUST-138732,Male,0,No,No,32,Two year,DSL,Yes,Yes,No,No internet service,Yes,Electronic check,55.19,1770.08,0
CUST-138733,Male,1,No,Yes,34,One year,Fiber optic,No,Yes,No,No,Yes,Bank transfer (automatic),82.68,2809.13,0
CUST-138734,Male,0,No,No,9,Two year,DSL,No,No internet service,No internet service,Yes,Yes,Mailed check,56.54,484.92,0
CUST-138735,Male,0,Yes,No,2,Month-to-month,No,No,No,No internet service,No internet service,Yes,Bank transfer (automatic),18.95,44.86,1
CUST-138736,Female,1,No,No,9,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),61.89,576.74,0
CUST-138737,Male,0,No,Yes,57,Month-to-month,No,No,Yes,No,No internet service,Yes,Electronic check,24.0,1415.58,0
CUST-138738,Male,1,No,No,6,Two year,Fiber optic,No,Yes,No,No,Yes,Mailed check,63.94,395.74,0
CUST-138739,Female,0,Yes,No,28,Two year,Fiber optic,No,Yes,Yes,No internet service,Yes,Mailed check,84.45,2351.87,0
CUST-138740,Male,0,No,No,42,One year,No,Yes,No,Yes,Yes,No,Credit card (automatic),46.07,1924.82,0
CUST-138741,Female,0,No,Yes,59,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Electronic check,63.26,3726.7,0
CUST-138742,Female,0,Yes,No,10,Month-to-month,DSL,No,No,Yes,Yes,Yes,Bank transfer (automatic),63.75,678.63,1
CUST-138743,Female,0,No,No,53,Two year,DSL,Yes,No internet service,No internet service,No,Yes,Electronic check,50.21,2651.79,0
CUST-138744,Female,0,Yes,No,28,Two year,No,Yes,No,No,No internet service,Yes,Mailed check,25.61,749.04,0
CUST-138745,Male,0,Yes,No,17,One year,No,Yes,No,No,No,No,Mailed check,27.38,442.58,0
CUST-138746,Female,1,No,No,19,Month-to-month,DSL,No,No,No,Yes,No,Electronic check,53.68,1029.14,1
CUST-138747,Male,0,Yes,No,61,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,95.55,5831.64,1
CUST-138748,Male,0,Yes,Yes,25,Month-to-month,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),37.21,942.17,0
CUST-138749,Female,0,Yes,Yes,3,Month-to-month,DSL,No,No,No,No,Yes,Credit card (automatic),37.0,118.97,1
CUST-138750,Male,1,No,Yes,5,One year,DSL,No,No,No,No,No,Bank transfer (automatic),38.92,199.5,0
CUST-138751,Female,0,No,No,4,Month-to-month,DSL,Yes,No,No,No internet service,Yes,Electronic check,51.72,235.25,1
CUST-138752,Male,0,Yes,No,62,Month-to-month,Fiber optic,No,No,No,No internet service,No,Electronic check,74.55,4654.16,1
CUST-138753,Male,0,No,Yes,51,Month-to-month,No,Yes,No internet service,No,No internet service,No,Bank transfer (automatic),33.47,1679.55,0
CUST-138754,Male,0,No,Yes,27,One year,No,Yes,Yes,Yes,No internet service,Yes,Bank transfer (automatic),30.2,809.29,0
CUST-138755,Female,0,Yes,Yes,61,Two year,DSL,No,No,No internet service,No,Yes,Credit card (automatic),43.73,2649.15,0
CUST-138756,Female,0,No,No,15,Month-to-month,Fiber optic,No,No,Yes,No,No,Electronic check,68.99,1039.16,1
CUST-138757,Female,0,No,No,54,Month-to-month,DSL,No,No,No,Yes,Yes,Electronic check,58.73,3201.67,1
CUST-138758,Female,1,Yes,No,0,Month-to-month,DSL,No,No,Yes,Yes,No,Bank transfer (automatic),63.27,22.5,1
CUST-138759,Female,1,No,Yes,32,Month-to-month,Fiber optic,No,No,No,No,No,Electronic check,77.64,2453.09,1
CUST-138760,Male,0,Yes,No,30,Month-to-month,Fiber optic,Yes,No,No,No internet service,No,Electronic check,76.79,2292.32,1
CUST-138761,Female,0,Yes,No,48,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,66.26,3189.81,1
CUST-138762,Male,0,Yes,No,54,One year,No,No,Yes,Yes,Yes,Yes,Electronic check,46.26,2500.82,0
CUST-138763,Male,0,Yes,No,66,Month-to-month,DSL,No,No internet service,Yes,No,No,Bank transfer (automatic),60.53,4004.83,0
CUST-138764,Female,0,Yes,Yes,56,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Bank transfer (automatic),79.12,4450.02,1
CUST-138765,Male,0,Yes,Yes,47,One year,DSL,Yes,No,No,No,Yes,Bank transfer (automatic),58.41,2730.27,0
CUST-138766,Male,0,Yes,Yes,55,Two year,Fiber optic,No,Yes,No,No,No,Electronic check,72.42,3999.63,0
CUST-138767,Male,0,No,No,62,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Electronic check,76.89,4772.59,0
CUST-138768,Male,0,No,No,29,One year,DSL,Yes,Yes,No,No internet service,No,Bank transfer (automatic),55.9,1603.71,0
CUST-138769,Female,1,No,No,6,Month-to-month,DSL,No,No,No,Yes,Yes,Bank transfer (automatic),44.29,277.64,1
CUST-138770,Female,1,No,No,30,Month-to-month,No,Yes,No internet service,No,Yes,No,Electronic check,43.79,1285.49,1
CUST-138771,Female,0,No,No,23,Two year,DSL,Yes,No,No,Yes,Yes,Mailed check,64.88,1502.92,0
CUST-138772,Female,1,No,No,15,One year,DSL,Yes,No,Yes,No internet service,Yes,Mailed check,62.01,945.17,0
CUST-138773,Male,0,No,No,61,One year,Fiber optic,No,No,No internet service,No,Yes,Electronic check,79.02,4787.94,0
CUST-138774,Female,0,No,Yes,68,One year,No,No,Yes,Yes,Yes,No,Credit card (automatic),40.42,2736.08,0
CUST-138775,Female,1,Yes,No,27,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Yes,Bank transfer (automatic),85.44,2267.85,1
CUST-138776,Female,0,Yes,Yes,34,Month-to-month,Fiber optic,Yes,No,No internet service,Yes,Yes,Credit card (automatic),95.47,3252.97,1
CUST-138777,Female,0,No,No,11,Two year,DSL,No,Yes,No,No internet service,No,Mailed check,53.21,582.11,0
CUST-138778,Male,1,Yes,No,13,Month-to-month,DSL,No,Yes,Yes,No,No,Bank transfer (automatic),52.8,667.92,0
CUST-138779,Male,0,Yes,No,64,One year,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Credit card (automatic),91.34,5861.36,0
CUST-138780,Male,0,No,No,28,Month-to-month,Fiber optic,No,No,No internet service,No,No,Mailed check,60.68,1729.58,1
CUST-138781,Male,0,No,No,67,Month-to-month,Fiber optic,No,No,No internet service,Yes,No,Bank transfer (automatic),78.25,5274.36,0
CUST-138782,Female,0,Yes,Yes,55,Month-to-month,DSL,Yes,No,Yes,No internet service,No,Bank transfer (automatic),63.5,3515.01,1
CUST-138783,Male,0,No,Yes,37,Month-to-month,DSL,No,No,No,Yes,Yes,Credit card (automatic),59.84,2205.85,0
CUST-138784,Male,0,No,No,25,Two year,No,No,No internet service,No,Yes,Yes,Bank transfer (automatic),29.65,734.57,0
CUST-138785,Male,0,Yes,Yes,21,Month-to-month,Fiber optic,Yes,No,Yes,No internet service,Yes,Electronic check,93.27,1927.58,1
CUST-138786,Female,0,Yes,Yes,56,Month-to-month,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),77.55,4370.69,0
CUST-138787,Female,0,Yes,No,34,Month-to-month,DSL,No,No internet service,No,No,No,Credit card (automatic),51.32,1728.83,0
CUST-138788,Male,0,No,Yes,41,One year,DSL,Yes,Yes,No internet service,No,No,Credit card (automatic),64.28,2647.88,0
CUST-138789,Male,0,No,No,21,Month-to-month,DSL,No,No,No,No internet service,Yes,Bank transfer (automatic),44.25,934.29,1
CUST-138790,Male,0,No,No,67,Month-to-month,No,Yes,Yes,No,No,No,Electronic check,36.42,2454.83,0
CUST-138791,Female,0,Yes,Yes,15,Two year,Fiber optic,No,No,No,No,Yes,Bank transfer (automatic),79.05,1213.98,0
CUST-138792,Female,0,Yes,Yes,70,One year,Fiber optic,Yes,No,No internet service,Yes,No,Credit card (automatic),86.32,6051.68,0
CUST-138793,Female,0,Yes,No,17,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Yes,Credit card (automatic),78.06,1319.34,0
CUST-138794,Male,0,No,Yes,21,One year,Fiber optic,No,No,No,No,Yes,Electronic check,73.26,1554.36,0
CUST-138795,Male,0,Yes,Yes,49,One year,Fiber optic,No,Yes,No,Yes,No,Mailed check,82.18,4027.33,0
CUST-138796,Male,0,Yes,Yes,2,Month-to-month,No,Yes,No,Yes,Yes,No,Electronic check,36.94,91.44,1
CUST-138797,Female,0,Yes,No,63,Month-to-month,DSL,No,Yes,No,Yes,No,Bank transfer (automatic),67.77,4267.52,0
CUST-138798,Female,0,Yes,No,30,Month-to-month,No,Yes,Yes,Yes,No internet service,No,Electronic check,39.5,1184.81,0
CUST-138799,Female,0,Yes,No,32,Month-to-month,No,Yes,No,No,No internet service,No,Electronic check,23.55,747.67,0
CUST-138800,Female,0,No,No,27,One year,No,Yes,No,Yes,No internet service,No,Mailed check,30.18,823.81,0
CUST-138801,Female,0,No,No,54,Month-to-month,Fiber optic,No,No,No internet service,No internet service,Yes,Electronic check,66.65,3620.26,1
CUST-138802,Male,0,No,No,7,Month-to-month,DSL,Yes,Yes,No internet service,No,Yes,Credit card (automatic),65.42,468.11,0
CUST-138803,Female,1,No,Yes,15,Month-to-month,Fiber optic,Yes,No internet service,No,No internet service,No,Electronic check,83.29,1236.4,1
CUST-138804,Male,0,No,No,41,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,No,Electronic check,91.34,3734.54,1
CUST-138805,Male,0,No,Yes,41,Two year,No,No,No internet service,Yes,No,Yes,Credit card (automatic),38.53,1554.0,0
CUST-138806,Male,1,Yes,Yes,25,One year,Fiber optic,No,No,No internet service,No internet service,No,Mailed check,70.69,1753.17,0
CUST-138807,Female,0,No,No,24,One year,Fiber optic,No,Yes,Yes,No internet service,No,Credit card (automatic),90.19,2190.28,0
CUST-138808,Female,0,Yes,No,59,Two year,DSL,Yes,No internet service,No,No internet service,Yes,Bank transfer (automatic),43.5,2542.89,0
CUST-138809,Male,0,No,No,72,Month-to-month,DSL,No,No,No,Yes,No,Bank transfer (automatic),51.65,3743.7,1
CUST-138810,Male,0,No,No,20,Month-to-month,DSL,No,Yes,No,No,Yes,Electronic check,51.0,1032.93,0
CUST-138811,Male,0,Yes,Yes,55,Month-to-month,No,Yes,No,No,No,No,Mailed check,30.03,1634.24,0
CUST-138812,Male,0,No,No,12,Month-to-month,Fiber optic,No,No,No internet service,No internet service,No,Electronic check,66.7,788.19,1
CUST-138813,Female,1,No,Yes,5,Month-to-month,DSL,No,Yes,No,No internet service,Yes,Electronic check,51.17,231.87,1
CUST-138814,Female,0,No,No,0,One year,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),97.17,0.0,0
CUST-138815,Male,0,No,Yes,52,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,72.05,3759.27,1
CUST-138816,Male,0,Yes,Yes,52,One year,No,No,No,Yes,No internet service,No,Credit card (automatic),36.66,1886.63,0
CUST-138817,Male,0,Yes,No,37,Month-to-month,DSL,No,Yes,No,No,No,Mailed check,55.01,2044.63,1
CUST-138818,Female,0,Yes,Yes,68,Two year,DSL,No,Yes,Yes,No,No,Electronic check,56.67,3876.36,0
CUST-138819,Female,0,Yes,No,18,Month-to-month,DSL,Yes,No,No internet service,No,Yes,Electronic check,53.0,974.15,0
CUST-138820,Male,0,No,No,20,Month-to-month,DSL,No,Yes,Yes,No,Yes,Credit card (automatic),59.78,1202.99,0
CUST-138821,Female,0,No,Yes,36,One year,DSL,No,Yes,No,Yes,Yes,Electronic check,72.12,2604.03,0
CUST-138822,Male,0,Yes,No,12,Month-to-month,Fiber optic,No,No,No,No internet service,No,Electronic check,60.12,679.34,1
CUST-138823,Male,0,No,Yes,58,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet service,No,Mailed check,97.27,5675.82,0
CUST-138824,Female,0,No,No,36,Month-to-month,DSL,No,No,Yes,No,No,Electronic check,51.31,1852.56,0
CUST-138825,Female,0,Yes,No,3,Month-to-month,No,No,Yes,No,No internet service,No,Electronic check,29.15,101.61,1
CUST-138826,Female,0,No,No,11,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),66.26,744.03,1
CUST-138827,Female,0,Yes,No,9,Month-to-month,No,No,Yes,No,No,Yes,Electronic check,24.54,272.1,1
CUST-138828,Female,0,Yes,No,68,Month-to-month,Fiber optic,No,No,No,No,Yes,Electronic check,66.94,4551.39,1
CUST-138829,Female,0,Yes,Yes,21,Month-to-month,No,Yes,Yes,Yes,No internet service,No,Bank transfer (automatic),45.45,937.36,0
CUST-138830,Female,0,Yes,Yes,8,Two year,DSL,Yes,Yes,Yes,No internet service,No,Electronic check,62.56,505.34,0
CUST-138831,Male,1,No,No,55,One year,Fiber optic,Yes,No,Yes,No internet service,Yes,Bank transfer (automatic),86.18,4756.93,1
CUST-138832,Male,0,No,Yes,39,One year,Fiber optic,Yes,No,No internet service,No,Yes,Mailed check,82.04,3218.92,0
CUST-138833,Male,0,Yes,No,63,One year,Fiber optic,Yes,No internet service,No,No internet service,Yes,Credit card (automatic),73.17,4586.31,0
CUST-138834,Female,0,No,No,34,Two year,Fiber optic,Yes,No internet service,No internet service,Yes,No,Mailed check,94.29,3224.29,0
CUST-138835,Male,0,No,No,0,One year,No,Yes,No,Yes,No,No,Mailed check,29.55,0.0,0
CUST-138836,Male,0,Yes,No,21,Month-to-month,DSL,Yes,No,No,No internet service,No,Electronic check,45.26,950.24,1
CUST-138837,Female,0,No,No,19,Month-to-month,Fiber optic,No,Yes,Yes,No internet service,Yes,Electronic check,78.08,1458.63,1
CUST-138838,Female,0,Yes,No,41,Month-to-month,Fiber optic,No,No,No,No internet service,No,Electronic check,60.68,2503.41,1
CUST-138839,Female,0,Yes,Yes,20,Two year,DSL,Yes,No,No,No,No,Bank transfer (automatic),51.21,1007.13,0
CUST-138840,Male,0,No,No,10,One year,DSL,No,Yes,No internet service,No internet service,Yes,Mailed check,65.72,661.4,0
CUST-138841,Male,0,No,Yes,51,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Electronic check,81.98,,1
CUST-138842,Female,1,No,Yes,55,One year,DSL,Yes,No,No,No,Yes,Electronic check,52.43,2846.57,0
CUST-138843,Female,0,No,No,53,Month-to-month,No,No,Yes,No,No internet service,Yes,Bank transfer (automatic),22.4,1185.37,0
CUST-138844,Male,0,No,Yes,19,One year,No,Yes,No internet service,No,Yes,Yes,Electronic check,32.16,613.1,0
CUST-138845,Female,0,Yes,No,14,Month-to-month,DSL,No,No,No,Yes,No,Electronic check,55.96,789.44,0
CUST-138846,Female,1,No,No,20,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),82.56,1635.53,1
CUST-138847,Female,1,Yes,Yes,20,Month-to-month,DSL,Yes,No,No,Yes,Yes,Electronic check,59.07,1184.12,1
CUST-138848,Male,0,Yes,No,49,One year,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Credit card (automatic),88.0,4290.09,0
CUST-138849,Male,0,Yes,No,14,Month-to-month,Fiber optic,Yes,No,No,No internet service,Yes,Bank transfer (automatic),76.91,1104.22,0
CUST-138850,Male,0,Yes,Yes,25,Two year,DSL,No,No internet service,Yes,Yes,Yes,Mailed check,55.22,1387.67,0
CUST-138851,Female,0,No,No,66,Month-to-month,No,Yes,No,No,No,Yes,Bank transfer (automatic),27.28,1744.26,0
CUST-138852,Male,0,No,No,3,One year,Fiber optic,Yes,No,Yes,Yes,Yes,Electronic check,94.41,298.1,1
CUST-138853,Female,0,Yes,No,6,Month-to-month,DSL,Yes,No,No internet service,No,Yes,Bank transfer (automatic),32.0,207.75,0
CUST-138854,Female,0,No,No,36,Month-to-month,No,No,No,No,No internet service,Yes,Credit card (automatic),35.32,1294.71,0
CUST-138855,Female,0,Yes,Yes,39,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Electronic check,91.28,3575.13,1
CUST-138856,Female,0,Yes,No,35,Month-to-month,DSL,No,Yes,No,Yes,No,Credit card (automatic),61.04,2114.95,1
CUST-138857,Female,0,No,No,1,One year,No,No,No,No internet service,No,Yes,Bank transfer (automatic),19.18,41.09,0
CUST-138858,Male,1,No,No,50,One year,DSL,No,No internet service,No internet service,Yes,Yes,Electronic check,57.66,2875.42,0
CUST-138859,Female,0,Yes,No,33,Two year,DSL,Yes,No,Yes,Yes,No,Electronic check,64.41,2131.39,0
CUST-138860,Male,0,No,No,14,Month-to-month,DSL,Yes,No internet service,No,No,Yes,Mailed check,49.48,688.2,1
CUST-138861,Male,0,Yes,No,6,Two year,Fiber optic,No,No internet service,No internet service,No,Yes,Credit card (automatic),72.89,446.1,0
CUST-138862,Female,0,Yes,No,50,Month-to-month,DSL,Yes,No,Yes,No internet service,No,Bank transfer (automatic),56.45,2821.36,1
CUST-138863,Male,0,No,No,2,Month-to-month,No,No,No,Yes,No internet service,Yes,Electronic check,18.47,60.09,1
CUST-138864,Female,1,Yes,No,69,One year,DSL,Yes,No internet service,No,Yes,No,Mailed check,56.3,3879.53,0
CUST-138865,Male,0,No,No,36,Month-to-month,Fiber optic,Yes,Yes,No,No internet service,No,Electronic check,85.84,3102.47,1
CUST-138866,Female,0,Yes,No,68,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Credit card (automatic),87.48,5985.02,1
CUST-138867,Male,0,Yes,No,6,Month-to-month,Fiber optic,No,No,Yes,No,No,Electronic check,77.62,471.54,1
CUST-138868,Male,0,Yes,No,53,Month-to-month,No,No,Yes,No,Yes,No,Bank transfer (automatic),30.81,1648.99,0
CUST-138869,Female,0,No,No,23,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Mailed check,87.06,2002.6,1
CUST-138870,Female,0,Yes,No,67,One year,Fiber optic,No,No,No,No internet service,Yes,Credit card (automatic),72.41,4858.22,0
CUST-138871,Male,0,No,No,56,Two year,DSL,No,No,Yes,Yes,Yes,Electronic check,66.65,3726.37,0
CUST-138872,Female,0,No,No,51,Month-to-month,No,Yes,No internet service,Yes,Yes,Yes,Credit card (automatic),48.29,2469.67,0
CUST-138873,Female,0,No,No,25,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),67.98,1710.46,0
CUST-138874,Male,0,No,Yes,71,Two year,Fiber optic,Yes,No,No,No,Yes,Bank transfer (automatic),78.43,5589.37,0
CUST-138875,Male,0,No,Yes,5,Month-to-month,Fiber optic,Yes,No,No,No,No,Electronic check,79.94,422.67,1
CUST-138876,Female,1,No,No,11,One year,DSL,No,No,No,Yes,No,Electronic check,57.54,597.85,0
CUST-138877,Male,0,Yes,No,54,Month-to-month,DSL,No,No,Yes,Yes,Yes,Bank transfer (automatic),60.66,3248.67,0
CUST-138878,Male,0,No,Yes,6,Month-to-month,Fiber optic,Yes,Yes,No,No internet service,Yes,Electronic check,86.26,517.65,1
CUST-138879,Male,0,Yes,No,31,One year,Fiber optic,Yes,No,No internet service,Yes,Yes,Bank transfer (automatic),88.28,2767.19,1
CUST-138880,Male,0,No,Yes,43,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),69.74,2987.83,1
CUST-138881,Male,0,Yes,No,56,One year,Fiber optic,Yes,No,No internet service,Yes,Yes,Bank transfer (automatic),90.99,5079.0,0
CUST-138882,Female,1,Yes,No,13,Month-to-month,DSL,No,Yes,No,Yes,No,Bank transfer (automatic),61.67,826.54,0
CUST-138883,Female,0,No,Yes,0,Month-to-month,No,No,No,Yes,No internet service,Yes,Electronic check,27.01,0.0,1
CUST-138884,Female,0,No,No,9,Month-to-month,No,No,No,Yes,Yes,No,Electronic check,38.55,363.07,1
CUST-138885,Male,0,Yes,Yes,50,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Bank transfer (automatic),85.83,4263.57,1
CUST-138886,Female,1,Yes,No,10,One year,No,Yes,Yes,Yes,No internet service,No,Credit card (automatic),27.5,288.76,0
CUST-138887,Female,0,No,No,7,Two year,No,No,No internet service,No,Yes,No,Credit card (automatic),34.87,234.36,0
CUST-138888,Male,0,No,No,49,One year,Fiber optic,No,No,Yes,No internet service,Yes,Mailed check,76.94,3766.37,0
CUST-138889,Female,0,No,Yes,27,Month-to-month,No,Yes,No,No internet service,Yes,No,Electronic check,30.55,816.8,0
CUST-138890,Male,1,No,Yes,35,One year,DSL,Yes,No,Yes,Yes,Yes,Electronic check,74.8,2631.65,0
CUST-138891,Female,0,No,No,4,One year,Fiber optic,Yes,No,No,No,Yes,Electronic check,75.58,319.48,1
CUST-138892,Female,0,Yes,Yes,71,Month-to-month,No,No,No,Yes,Yes,Yes,Electronic check,41.31,2902.91,0
CUST-138893,Male,0,Yes,Yes,49,One year,DSL,No,Yes,No,Yes,Yes,Mailed check,58.96,2914.94,0
CUST-138894,Male,0,Yes,Yes,69,One year,Fiber optic,Yes,No,Yes,Yes,Yes,Electronic check,100.72,6898.65,0
CUST-138895,Female,0,Yes,Yes,54,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,89.5,4832.27,1
CUST-138896,Female,0,No,No,62,One year,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),72.09,4447.88,0
CUST-138897,Female,0,No,Yes,49,One year,No,No,No,No internet service,Yes,Yes,Credit card (automatic),26.67,1354.76,0
CUST-138898,Female,0,No,No,43,Two year,Fiber optic,No,No,No,No,Yes,Mailed check,81.44,3504.02,0
CUST-138899,Female,0,Yes,No,46,One year,Fiber optic,Yes,No,No,No,Yes,Electronic check,75.71,3512.25,0
CUST-138900,Female,0,Yes,No,28,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Credit card (automatic),74.22,2098.22,1
CUST-138901,Male,0,No,No,34,Month-to-month,Fiber optic,Yes,No internet service,No,No,Yes,Bank transfer (automatic),78.14,2700.52,0
CUST-138902,Male,0,Yes,No,35,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Mailed check,83.28,2932.61,1
CUST-138903,Female,0,No,Yes,70,Month-to-month,DSL,No,No,No,Yes,No,Bank transfer (automatic),46.93,3259.92,0
CUST-138904,Male,0,No,Yes,60,One year,DSL,No,No,No,No internet service,Yes,Electronic check,40.79,2440.66,0
CUST-138905,Male,0,Yes,No,6,Month-to-month,DSL,No,No internet service,Yes,No,Yes,Bank transfer (automatic),53.89,320.15,0
CUST-138906,Female,1,Yes,Yes,62,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,No,Bank transfer (automatic),88.38,5452.18,1
CUST-138907,Female,0,No,No,44,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),97.01,4280.42,1
CUST-138908,Female,0,No,No,26,Month-to-month,No,Yes,Yes,No internet service,No internet service,No,Electronic check,38.5,997.61,0
CUST-138909,Male,0,No,No,29,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Bank transfer (automatic),91.71,2627.16,1
CUST-138910,Female,1,Yes,No,72,Month-to-month,Fiber optic,Yes,No,No internet service,No,Yes,Electronic check,77.12,5548.22,0
CUST-138911,Female,0,Yes,No,70,One year,Fiber optic,Yes,No,Yes,No,No,Electronic check,85.42,5984.02,0
CUST-138912,Female,0,Yes,No,35,Month-to-month,No,No,No,No,No,Yes,Mailed check,18.0,640.28,0
CUST-138913,Male,0,No,No,18,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Credit card (automatic),87.0,1593.6,1
CUST-138914,Male,1,No,No,51,Two year,DSL,Yes,No,No,Yes,Yes,Electronic check,59.33,3056.52,0
CUST-138915,Male,0,No,No,42,One year,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,84.82,3539.83,1
CUST-138916,Male,0,Yes,No,17,Month-to-month,No,No,Yes,No internet service,Yes,Yes,Electronic check,39.77,660.11,1
CUST-138917,Female,0,Yes,No,68,Month-to-month,Fiber optic,Yes,No,No internet service,No,No,Bank transfer (automatic),77.25,5282.23,0
CUST-138918,Male,0,No,No,38,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Mailed check,76.6,2914.98,1
CUST-138919,Male,0,Yes,No,59,Two year,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,82.88,4844.49,0
CUST-138920,Male,1,No,Yes,52,Month-to-month,No,No,No,Yes,Yes,Yes,Electronic check,35.32,1832.38,1
CUST-138921,Female,0,Yes,Yes,17,One year,Fiber optic,No,Yes,No,Yes,No,Mailed check,76.78,1336.99,0
CUST-138922,Male,0,Yes,Yes,30,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Bank transfer (automatic),93.24,2766.39,1
CUST-138923,Male,0,Yes,Yes,41,Month-to-month,DSL,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),46.8,1905.73,0
CUST-138924,Male,0,Yes,Yes,47,One year,Fiber optic,Yes,No,No,No,Yes,Electronic check,72.65,3393.95,0
CUST-138925,Female,0,No,Yes,1,One year,Fiber optic,Yes,No,Yes,No,Yes,Credit card (automatic),97.91,126.8,1
CUST-138926,Male,0,Yes,No,53,One year,No,Yes,Yes,Yes,No,Yes,Electronic check,39.2,2083.65,0
